batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
TCGA-IG-A3YC-10A-01D-A247-09_gdc_realn	TCGA-IG-A3YC-10A-01D-A247-09_gdc_realn.bam	TCGA-IG-A3YC-10A-01D-A247-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BYygQJ9jBfB5k74p82ZJ53	project-G428g40Jf312vx5727kY9KXZ:file-G8BYz1jJ9jBx00FfPzy1k4f4
TCGA-IG-A3YB-10A-01D-A247-09_gdc_realn	TCGA-IG-A3YB-10A-01D-A247-09_gdc_realn.bam	TCGA-IG-A3YB-10A-01D-A247-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BF5k0JZV4K70Px8QxZz51p	project-G428g40Jf312vx5727kY9KXZ:file-G8BF618JZV467yJP8XQ2K2Y0
TCGA-IG-A3YA-10A-01D-A247-09_gdc_realn	TCGA-IG-A3YA-10A-01D-A247-09_gdc_realn.bam	TCGA-IG-A3YA-10A-01D-A247-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B9VX8JQz2qbgF9FkJYGvPv	project-G428g40Jf312vx5727kY9KXZ:file-G8B9Vk8JQz2ZvJ6z05Pzff0j
TCGA-IG-A3Y9-10A-01D-A247-09_gdc_realn	TCGA-IG-A3Y9-10A-01D-A247-09_gdc_realn.bam	TCGA-IG-A3Y9-10A-01D-A247-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BBb7QJ0YYj3qQX04y4ky6j	project-G428g40Jf312vx5727kY9KXZ:file-G8BBbJ0J0YYvB68j3qYy4Zq8
TCGA-IG-A3QL-10A-01D-A247-09_gdc_realn	TCGA-IG-A3QL-10A-01D-A247-09_gdc_realn.bam	TCGA-IG-A3QL-10A-01D-A247-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B9X08JFpX5G3PbBv7jQ93k	project-G428g40Jf312vx5727kY9KXZ:file-G8B9X48JFpXKk8zV4p5P3f7P
TCGA-IG-A3I8-10A-01D-A247-09_gdc_realn	TCGA-IG-A3I8-10A-01D-A247-09_gdc_realn.bam	TCGA-IG-A3I8-10A-01D-A247-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BBBB8J1pqbjfgq8gyP0B5p	project-G428g40Jf312vx5727kY9KXZ:file-G8BBBV8J1pqvB68j3qYy4Z8P
TCGA-IE-A6BZ-10A-01D-A307-09_gdc_realn	TCGA-IE-A6BZ-10A-01D-A307-09_gdc_realn.bam	TCGA-IE-A6BZ-10A-01D-A307-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B9jy8JbKP6KxbZ3kqP65J3	project-G428g40Jf312vx5727kY9KXZ:file-G8B9kGjJbKPK94Qj3kzQ0pqf
TCGA-IE-A4EK-10A-01D-A24N-09_gdc_realn	TCGA-IE-A4EK-10A-01D-A24N-09_gdc_realn.bam	TCGA-IE-A4EK-10A-01D-A24N-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B9QX8J3JB67yJP8XQ2Gf1y	project-G428g40Jf312vx5727kY9KXZ:file-G8B9QkjJ3JBKG5xV8gF9Vbp7
TCGA-IE-A4EJ-10A-01D-A24N-09_gdc_realn	TCGA-IE-A4EJ-10A-01D-A24N-09_gdc_realn.bam	TCGA-IE-A4EJ-10A-01D-A24N-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B9QYQJ64pBK6FzFgzqZz7b	project-G428g40Jf312vx5727kY9KXZ:file-G8B9QkjJ64p8y19F3kyBP9Bx
TCGA-IE-A4EI-10A-01D-A24N-09_gdc_realn	TCGA-IE-A4EI-10A-01D-A24N-09_gdc_realn.bam	TCGA-IE-A4EI-10A-01D-A24N-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B9jFjJfvq3pVvKG30PJ2Xg	project-G428g40Jf312vx5727kY9KXZ:file-G8B9jY0Jfvq4J261FjxxYpj9
