batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
TCGA-A2-A0CR-10A-01D-A22A-09_gdc_realn	TCGA-A2-A0CR-10A-01D-A22A-09_gdc_realn.bam	TCGA-A2-A0CR-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B56xQJ5Fp5y8Qk3zgqPP27	project-G428g40Jf312vx5727kY9KXZ:file-G8B5740J5Fp10pqQ4v2Z6Zj2
TCGA-A2-A0CO-10A-01D-A22A-09_gdc_realn	TCGA-A2-A0CO-10A-01D-A22A-09_gdc_realn.bam	TCGA-A2-A0CO-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B55zQJJVB6B5k74p82V28x	project-G428g40Jf312vx5727kY9KXZ:file-G8B565jJJVBPG8VX8jKV3ZZb
TCGA-A2-A0CK-10A-01D-A22A-09_gdc_realn	TCGA-A2-A0CK-10A-01D-A22A-09_gdc_realn.bam	TCGA-A2-A0CK-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B5588J9YGZjFjj2Y6Z712V	project-G428g40Jf312vx5727kY9KXZ:file-G8B55J0J9YGxQ6274p9Py5zj
TCGA-A1-A0SN-10B-01D-A142-09_gdc_realn	TCGA-A1-A0SN-10B-01D-A142-09_gdc_realn.bam	TCGA-A1-A0SN-10B-01D-A142-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B5Jg8JJxQ13fpJG2vv7PfJ	project-G428g40Jf312vx5727kY9KXZ:file-G8B5K38JJxQK94Qj3kzQ0J6Y
TCGA-A1-A0SI-10B-01D-A142-09_gdc_realn	TCGA-A1-A0SI-10B-01D-A142-09_gdc_realn.bam	TCGA-A1-A0SI-10B-01D-A142-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZYBjJG3JK94Qj3kzQ3vVB	project-G428g40Jf312vx5727kY9KXZ:file-G8BZYj0JG3J77gz6Fk0KpXk8
TCGA-A1-A0SG-10B-01D-A17G-09_gdc_realn	TCGA-A1-A0SG-10B-01D-A17G-09_gdc_realn.bam	TCGA-A1-A0SG-10B-01D-A17G-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B5V08Jx2960YFY2Xzf6fzk	project-G428g40Jf312vx5727kY9KXZ:file-G8B5VKQJx29Jg9BkFjjkzPx3
TCGA-A1-A0SF-10B-01D-A142-09_gdc_realn	TCGA-A1-A0SF-10B-01D-A142-09_gdc_realn.bam	TCGA-A1-A0SF-10B-01D-A142-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B5jV0JvVVb6qfYBqG3Pq8B	project-G428g40Jf312vx5727kY9KXZ:file-G8B5k48JvVVYKy3F8XzbFyyb
TCGA-98-7454-10A-01D-2042-08_gdc_realn	TCGA-98-7454-10A-01D-2042-08_gdc_realn.bam	TCGA-98-7454-10A-01D-2042-08_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B5K4jJ0JkX82vv8VFx7yK6	project-G428g40Jf312vx5727kY9KXZ:file-G8B5K9jJ0JkfFGKF2VfpB002
TCGA-96-7545-10A-01D-2042-08_gdc_realn	TCGA-96-7545-10A-01D-2042-08_gdc_realn.bam	TCGA-96-7545-10A-01D-2042-08_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B59YjJkP3b686p3zjqYYG8	project-G428g40Jf312vx5727kY9KXZ:file-G8B59jQJkP3pJg8zBv29VY23
TCGA-94-7943-10A-01D-2184-08_gdc_realn	TCGA-94-7943-10A-01D-2184-08_gdc_realn.bam	TCGA-94-7943-10A-01D-2184-08_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B54B8JKJXfFGKF2Vfp9yP3	project-G428g40Jf312vx5727kY9KXZ:file-G8B54PQJKJXx1Fgx2XGjb0X8
TCGA-94-7557-10A-01D-2122-08_gdc_realn	TCGA-94-7557-10A-01D-2122-08_gdc_realn.bam	TCGA-94-7557-10A-01D-2122-08_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B5F38JPfq99x9jFggq04Fy	project-G428g40Jf312vx5727kY9KXZ:file-G8B5F9QJPfq1k3BbG1KjpXqP
TCGA-92-7341-10A-01D-2042-08_gdc_realn	TCGA-92-7341-10A-01D-2042-08_gdc_realn.bam	TCGA-92-7341-10A-01D-2042-08_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B5Fx8JX9BkQJ0jBqk4jzkp	project-G428g40Jf312vx5727kY9KXZ:file-G8B5G40JX9Bf7yJP8XQ2F3JZ
TCGA-92-7340-10A-01D-2042-08_gdc_realn	TCGA-92-7340-10A-01D-2042-08_gdc_realn.bam	TCGA-92-7340-10A-01D-2042-08_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B53bQJ58Yx00FfPzy1ZQGP	project-G428g40Jf312vx5727kY9KXZ:file-G8B53pjJ58YyG5xV8gF9KkP5
