batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
TCGA-QQ-A8VH-10A-01D-A37F-09_gdc_realn	TCGA-QQ-A8VH-10A-01D-A37F-09_gdc_realn.bam	TCGA-QQ-A8VH-10A-01D-A37F-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BFBj0JQKVzg1GQ8X47b08y	project-G428g40Jf312vx5727kY9KXZ:file-G8BFBz8JQKVgqGVy8Vb0J2x1
TCGA-QQ-A8VG-10A-01D-A37F-09_gdc_realn	TCGA-QQ-A8VG-10A-01D-A37F-09_gdc_realn.bam	TCGA-QQ-A8VG-10A-01D-A37F-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZk28JzpFbK4GB8gGB3469	project-G428g40Jf312vx5727kY9KXZ:file-G8BZk88JzpFx00FfPzy1k7X5
TCGA-QQ-A8VF-10A-01D-A37F-09_gdc_realn	TCGA-QQ-A8VF-10A-01D-A37F-09_gdc_realn.bam	TCGA-QQ-A8VF-10A-01D-A37F-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BBjgjJYFFvPjb33zPBXK9G	project-G428g40Jf312vx5727kY9KXZ:file-G8BBjxQJYFFgYqKQ04qJgZXV
TCGA-QQ-A8VD-10A-01D-A38Z-09_gdc_realn	TCGA-QQ-A8VD-10A-01D-A38Z-09_gdc_realn.bam	TCGA-QQ-A8VD-10A-01D-A38Z-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZj38J3zGGPjb33zPBZ93X	project-G428g40Jf312vx5727kY9KXZ:file-G8BZj88J3zG760032Y43VjV5
TCGA-QQ-A8VB-10A-01D-A37F-09_gdc_realn	TCGA-QQ-A8VB-10A-01D-A37F-09_gdc_realn.bam	TCGA-QQ-A8VB-10A-01D-A37F-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZkFjJkkZJ5fpZG1pG2VJ3	project-G428g40Jf312vx5727kY9KXZ:file-G8BZkV8JkkZJQ6274p902pqj
TCGA-QQ-A5VD-10A-01D-A32I-09_gdc_realn	TCGA-QQ-A5VD-10A-01D-A32I-09_gdc_realn.bam	TCGA-QQ-A5VD-10A-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8Bb7fQJKQVV5Xp88YvG5p0X	project-G428g40Jf312vx5727kY9KXZ:file-G8Bb7xjJKQVqbgF9FkJYX9kB
TCGA-QQ-A5VC-10A-01D-A32I-09_gdc_realn	TCGA-QQ-A5VC-10A-01D-A32I-09_gdc_realn.bam	TCGA-QQ-A5VC-10A-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BFF3QJ3vBPG8VX8jKV46bP	project-G428g40Jf312vx5727kY9KXZ:file-G8BFF98J3vB4vJ6z05PzgQK1
TCGA-QQ-A5V2-10A-01D-A32I-09_gdc_realn	TCGA-QQ-A5V2-10A-01D-A32I-09_gdc_realn.bam	TCGA-QQ-A5V2-10A-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZx20Jk3GpJg8zBv29f9Qb	project-G428g40Jf312vx5727kY9KXZ:file-G8BZx8QJk3Gg8p163zZjPV20
TCGA-QF-A5YT-10A-01D-A31U-09_gdc_realn	TCGA-QF-A5YT-10A-01D-A31U-09_gdc_realn.bam	TCGA-QF-A5YT-10A-01D-A31U-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BFGg0JB9XQ8kbJ2X5G4Qk1	project-G428g40Jf312vx5727kY9KXZ:file-G8BFGqjJB9Xzg1GQ8X47b0Bb
TCGA-QF-A5YS-10A-01D-A31U-09_gdc_realn	TCGA-QF-A5YS-10A-01D-A31U-09_gdc_realn.bam	TCGA-QF-A5YS-10A-01D-A31U-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BBF88JVYFxyqFGBv8897Kj	project-G428g40Jf312vx5727kY9KXZ:file-G8BBFK8JVYFzvxPx3p3j80k6
TCGA-QC-AA9N-10A-01D-A38Z-09_gdc_realn	TCGA-QC-AA9N-10A-01D-A38Z-09_gdc_realn.bam	TCGA-QC-AA9N-10A-01D-A38Z-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZKjQJGJ656Jx38gQY3YJF	project-G428g40Jf312vx5727kY9KXZ:file-G8BZKzjJGJ6PvxPx3p3jBq9Q
TCGA-QC-A6FX-10B-01D-A32I-09_gdc_realn	TCGA-QC-A6FX-10B-01D-A32I-09_gdc_realn.bam	TCGA-QC-A6FX-10B-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZj90JgKfPvxPx3p3jBvzj	project-G428g40Jf312vx5727kY9KXZ:file-G8BZjK0JgKfBK6FzFgzqq04y
TCGA-Q9-A6FW-10A-01D-A31U-09_gdc_realn	TCGA-Q9-A6FW-10A-01D-A31U-09_gdc_realn.bam	TCGA-Q9-A6FW-10A-01D-A31U-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BFFF0JYqpP06KPFk32y04f	project-G428g40Jf312vx5727kY9KXZ:file-G8BFFVjJYqpJ1Fgx2XGjfFVb
TCGA-Q9-A6FU-10A-01D-A31U-09_gdc_realn	TCGA-Q9-A6FU-10A-01D-A31U-09_gdc_realn.bam	TCGA-Q9-A6FU-10A-01D-A31U-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZkP8JQPQPvxPx3p3jBx32	project-G428g40Jf312vx5727kY9KXZ:file-G8BZkb0JQPQ760032Y43VjbP
TCGA-Q1-A73S-10B-01D-A33O-09_gdc_realn	TCGA-Q1-A73S-10B-01D-A33O-09_gdc_realn.bam	TCGA-Q1-A73S-10B-01D-A33O-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BFBzQJFFzxyqFGBv8899f1	project-G428g40Jf312vx5727kY9KXZ:file-G8BFF68JFFzZJ261FjxxZV9b
TCGA-Q1-A73R-10B-01D-A33O-09_gdc_realn	TCGA-Q1-A73R-10B-01D-A33O-09_gdc_realn.bam	TCGA-Q1-A73R-10B-01D-A33O-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BBFFjJy82K94Qj3kzQ1V4p	project-G428g40Jf312vx5727kY9KXZ:file-G8BBFXQJy82760032Y43J0v0
TCGA-Q1-A73Q-10B-01D-A32I-09_gdc_realn	TCGA-Q1-A73Q-10B-01D-A32I-09_gdc_realn.bam	TCGA-Q1-A73Q-10B-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BFgXjJqqP3Zbv84p6149yz	project-G428g40Jf312vx5727kY9KXZ:file-G8BFgj8JqqPPg1GQ8X47b0YF
TCGA-Q1-A73P-10B-01D-A32I-09_gdc_realn	TCGA-Q1-A73P-10B-01D-A32I-09_gdc_realn.bam	TCGA-Q1-A73P-10B-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZvkjJ6PbYZbv84p618Ygv	project-G428g40Jf312vx5727kY9KXZ:file-G8BZx18J6PbvB68j3qYy6q2p
TCGA-Q1-A73O-10B-01D-A32I-09_gdc_realn	TCGA-Q1-A73O-10B-01D-A32I-09_gdc_realn.bam	TCGA-Q1-A73O-10B-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZg90Jy0Y4vJ6z05Pzk66v	project-G428g40Jf312vx5727kY9KXZ:file-G8BZgKQJy0YJg9BkFjjp3KY2
TCGA-Q1-A6DW-10B-01D-A32I-09_gdc_realn	TCGA-Q1-A6DW-10B-01D-A32I-09_gdc_realn.bam	TCGA-Q1-A6DW-10B-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZxk0Jf1FjKgZV3z38jjqQ	project-G428g40Jf312vx5727kY9KXZ:file-G8BZy0jJf1FfB5k74p82ZQZG
TCGA-Q1-A6DV-10A-01D-A32I-09_gdc_realn	TCGA-Q1-A6DV-10A-01D-A32I-09_gdc_realn.bam	TCGA-Q1-A6DV-10A-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZjq0JYpZp7G1yBqJJQky3	project-G428g40Jf312vx5727kY9KXZ:file-G8BZk0jJYpZb6qfYBqG3fGGZ
TCGA-Q1-A6DT-10A-01D-A32I-09_gdc_realn	TCGA-Q1-A6DT-10A-01D-A32I-09_gdc_realn.bam	TCGA-Q1-A6DT-10A-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZgg0JXfvbGQZj4kfZZbgZ	project-G428g40Jf312vx5727kY9KXZ:file-G8BZgx0JXfvYKy3F8XzbX8vJ
TCGA-Q1-A5R3-10B-01D-A28E-09_gdc_realn	TCGA-Q1-A5R3-10B-01D-A28E-09_gdc_realn.bam	TCGA-Q1-A5R3-10B-01D-A28E-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BB8y8J01ZyF4pz04qQZj4Q	project-G428g40Jf312vx5727kY9KXZ:file-G8BB92jJ01ZvF2Y12XF4gbx5
TCGA-Q1-A5R2-10A-01D-A28E-09_gdc_realn	TCGA-Q1-A5R2-10A-01D-A28E-09_gdc_realn.bam	TCGA-Q1-A5R2-10A-01D-A28E-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BF800JJ77ZvJ6z05PzgQFZ	project-G428g40Jf312vx5727kY9KXZ:file-G8BF85jJJ77zG8VX8jKV46Z7
TCGA-Q1-A5R1-10A-01D-A28E-09_gdc_realn	TCGA-Q1-A5R1-10A-01D-A28E-09_gdc_realn.bam	TCGA-Q1-A5R1-10A-01D-A28E-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZbzQJpG4x1Fgx2XGjjYzb	project-G428g40Jf312vx5727kY9KXZ:file-G8BZf48JpG4g7gz6Fk0KpY4G
