batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
TCGA-AX-A3G4-10A-01D-A20S-09_gdc_realn	TCGA-AX-A3G4-10A-01D-A20S-09_gdc_realn.bam	TCGA-AX-A3G4-10A-01D-A20S-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B739jJkkfX73YkFkBfq6B5	project-G428g40Jf312vx5727kY9KXZ:file-G8B73Q8JkkfkQJ0jBqk4k3v4
TCGA-AX-A3G3-10A-01D-A20S-09_gdc_realn	TCGA-AX-A3G3-10A-01D-A20S-09_gdc_realn.bam	TCGA-AX-A3G3-10A-01D-A20S-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7BvQJQBQK94Qj3kzQ0V5Q	project-G428g40Jf312vx5727kY9KXZ:file-G8B7F2QJQBQ10pqQ4v2Z6k9j
TCGA-AX-A3G1-10A-01D-A22A-09_gdc_realn	TCGA-AX-A3G1-10A-01D-A22A-09_gdc_realn.bam	TCGA-AX-A3G1-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B6F9jJ4vY5GQZj4kfZX0y2	project-G428g40Jf312vx5727kY9KXZ:file-G8B6FQ0J4vYBV8FxGZGZqb78
TCGA-AX-A3FZ-10A-01D-A22A-09_gdc_realn	TCGA-AX-A3FZ-10A-01D-A22A-09_gdc_realn.bam	TCGA-AX-A3FZ-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B69y8J66060YFY2Xzf6j91	project-G428g40Jf312vx5727kY9KXZ:file-G8B6B5jJ660K70Px8QxZyfjK
TCGA-AX-A3FX-10A-01D-A22A-09_gdc_realn	TCGA-AX-A3FX-10A-01D-A22A-09_gdc_realn.bam	TCGA-AX-A3FX-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B72V8JgGKb6qfYBqG3PxxP	project-G428g40Jf312vx5727kY9KXZ:file-G8B72jjJgGKbK4GB8gG9xB87
TCGA-AX-A3FW-10A-01D-A22A-09_gdc_realn	TCGA-AX-A3FW-10A-01D-A22A-09_gdc_realn.bam	TCGA-AX-A3FW-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B6Bf0J262K4ZxF8gBzbfVV	project-G428g40Jf312vx5727kY9KXZ:file-G8B6BvjJ2620VZzZBqPZ2GFv
TCGA-AX-A3FV-10A-01D-A22A-09_gdc_realn	TCGA-AX-A3FV-10A-01D-A22A-09_gdc_realn.bam	TCGA-AX-A3FV-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B703jJZQQV3fpJG2vv7XfZ	project-G428g40Jf312vx5727kY9KXZ:file-G8B7098JZQQgYqKQ04qJf0Q1
TCGA-AX-A3FT-10A-01D-A22A-09_gdc_realn	TCGA-AX-A3FT-10A-01D-A22A-09_gdc_realn.bam	TCGA-AX-A3FT-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BYZF8JQjJb6yp2G1Q90Yzz	project-G428g40Jf312vx5727kY9KXZ:file-G8BYZXjJQjJy4ZxF8gBzpPBq
TCGA-AX-A3FS-10A-01D-A22A-09_gdc_realn	TCGA-AX-A3FS-10A-01D-A22A-09_gdc_realn.bam	TCGA-AX-A3FS-10A-01D-A22A-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B68Q8JfG6P06KPFk32pX7z	project-G428g40Jf312vx5727kY9KXZ:file-G8B68fjJfG610pqQ4v2Z6g2g
TCGA-AX-A2IO-10A-01D-A17W-09_gdc_realn	TCGA-AX-A2IO-10A-01D-A17W-09_gdc_realn.bam	TCGA-AX-A2IO-10A-01D-A17W-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B6F5QJjYvVk3BbG1Kjpb4B	project-G428g40Jf312vx5727kY9KXZ:file-G8B6FGjJjYvV0pqQ4v2Z6gVP
